id,F Name,L Name,Gender,Location,Categories,Hit count,Total Views
4331,Advaith,Chandra,Female,Mizoram,"[""Prime Minister's Office"", 'Ministry of External Affairs']",45,7
4332,Shaurya,Mehta,Female,West Bengal,"[""Prime Minister's Office""]",10,43
4333,Aayan,Gill,Female,Chhattisgarh,"['UPSC', 'Ministry of Coal', 'Ministry of Communications']",32,30
4334,Saanvi,Apte,Female,Chhattisgarh,"['UPSC', 'Ministry of Information and Broadcasting']",20,48
4335,Kian,Kulkarni,Female,Jammu and Kashmir,"['Ministry of Youth Affairs and Sports', 'UPSC', 'Department of Atomic Energies', 'Ministry of Agriculture and Farmers Welfare']",94,79
4336,Ahana,Kaur,Female,Sikkim,"['Ministry of Housing and Urban Affairs', 'Ministry of Tribal Affairs', 'Ministry of Communications', 'Department of Atomic Energies']",40,46
4337,Navya,Chandra,Female,Manipur,"['AYUSH', 'Ministry of Law and Justice']",1,1
4338,Advaith,Khurana,Male,Maharashtra,['UPSC'],38,1
4339,Vivaan,Mehta,Female,Kerala,"['Ministry of Civil Aviation', 'Ministry of Communications', 'Ministry of Youth Affairs and Sports']",27,21
4340,Navya,Ray,Female,West Bengal,"['UPSC', 'Ministry of Youth Affairs and Sports', 'Ministry of Housing and Urban Affairs']",18,62
4341,Anaya,Jha,Male,Jharkhand,['Ministry of Agriculture and Farmers Welfare'],43,62
4342,Anika,Kulkarni,Male,Lakshadweep,"['Ministry of Commerce and Industry', 'Ministry of Agriculture and Farmers Welfare']",88,9
4343,Saanvi,Gokhale,Female,Andhra Pradesh,"['Ministry of Youth Affairs and Sports', 'AYUSH', 'Ministry of Information and Broadcasting', 'Ministry of Law and Justice']",15,49
4344,Diya,Dalal,Male,Telangana,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Tribal Affairs', 'Ministry of Electronics and IT', 'UPSC']",96,29
4345,Shaurya,Singh,Female,Nagaland,"['Ministry of Company Affairs', 'Department of Atomic Energies']",60,5
4346,Shanaya,Jha,Male,Goa,"['Ministry of Science and Technology', 'Ministry of Tribal Affairs']",73,8
4347,Vivaan,Kumar,Female,Assam,"['Ministry of Coal', 'PM Speech', 'Ministry of Defence']",69,75
4348,Akshara,Chandra,Male,Himachal Pradesh,"['Ministry of Power', 'Ministry of Electronics and IT']",59,71
4349,Ananya,Modi,Female,Dadra and Nagar Haveli,"['Ministry of Communications', 'Ministry of External Affairs', 'Ministry of Civil Aviation', 'UPSC']",3,25
4350,Shanaya,Chandra,Female,Andaman and Nicobar Islands,"['Ministry of Commerce and Industry', 'Ministry of Coal', 'Ministry of Information and Broadcasting', 'Ministry of Company Affairs']",18,66
4351,Shaurya,Gandhi,Female,Uttar Pradesh,"[""Prime Minister's Office""]",33,46
4352,Shaurya,Kohli,Female,Haryana,['Ministry of Tribal Affairs'],78,49
4353,Advik,Gill,Female,Bihar,"['Ministry of Electronics and IT', 'Ministry of Commerce and Industry']",54,72
4354,Aaryan,Datta,Female,Puducherry,"['Ministry of Science and Technology', 'Ministry of Company Affairs', 'PM Speech', 'AYUSH']",55,32
4355,Vihaan,Mani,Male,Andhra Pradesh,['UPSC'],77,71
4356,Eva,Pal,Female,Andaman and Nicobar Islands,"['AYUSH', 'Ministry of Tribal Affairs', 'Ministry of Youth Affairs and Sports']",5,45
4357,Akshara,Ganguly,Female,Manipur,"['Ministry of Communications', 'AYUSH', 'Ministry of Youth Affairs and Sports']",5,5
4358,Riya,Naidu,Male,Manipur,"['Ministry of Civil Aviation', 'Ministry of Commerce and Industry']",55,6
4359,Akshara,Bedi,Male,Goa,"['Ministry of Civil Aviation', 'Ministry of Information and Broadcasting']",54,2
4360,Diya,Saraf,Male,Arunachal Pradesh,['Ministry of Tourism'],33,3
4361,Shanaya,Laghari,Male,Assam,"['Ministry of Company Affairs', 'Ministry of Communications', 'Ministry of Law and Justice', 'Ministry of Tourism']",28,97
4362,Reyansh,Dewan,Male,Manipur,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Defence', 'UPSC', 'AYUSH']",54,22
4363,Krishna,Pal,Male,Jammu and Kashmir,['Ministry of Tribal Affairs'],79,88
4364,Advaith,Dewan,Female,Puducherry,"['Ministry of Information and Broadcasting', 'Ministry of Agriculture and Farmers Welfare']",53,84
4365,Ananya,Chawla,Male,Sikkim,['Ministry of Defence'],15,28
4366,Shanaya,Bajwa,Female,Telangana,['Ministry of Commerce and Industry'],89,46
4367,Aarohi,Balakrishna,Male,Maharashtra,"['UPSC', 'Ministry of Tourism', 'Ministry of Company Affairs']",28,27
4368,Aaradhya,Bedi,Male,Bihar,['Ministry of Agriculture and Farmers Welfare'],7,88
4369,Arnav,Kulkarni,Male,Karnataka,"['Ministry of External Affairs', 'Ministry of Civil Aviation', 'Ministry of Tourism']",29,11
4370,Aarohi,Jain,Male,Sikkim,['Ministry of Steel'],38,80
4371,Anvi,Pal,Male,Andaman and Nicobar Islands,"['Ministry of Electronics and IT', 'Ministry of Company Affairs']",33,53
4372,Anaya,Purohit,Female,Chhattisgarh,"['AYUSH', 'Ministry of Science and Technology']",72,35
4373,Arnav,Gandhi,Male,Dadra and Nagar Haveli,"['Ministry of Culture', 'Ministry of Electronics and IT', 'Ministry of External Affairs', 'Ministry of Information and Broadcasting']",39,29
4374,Diya,Gokhale,Female,Assam,['Ministry of Civil Aviation'],58,60
4375,Vihaan,Singh,Female,Madhya Pradesh,"['Ministry of Communications', 'Ministry of Company Affairs', 'PM Speech', 'Ministry of Youth Affairs and Sports']",68,51
4376,Iraa,Laghari,Male,Madhya Pradesh,"['Ministry of External Affairs', 'Ministry of Tourism', 'Ministry of Steel', 'Ministry of Coal']",55,74
4377,Aarav,Dewan,Female,Lakshadweep,"['UPSC', 'Ministry of Housing and Urban Affairs', 'Ministry of Law and Justice', 'Ministry of Communications']",26,66
4378,Advik,Gill,Female,Nagaland,"['Ministry of Tourism', 'AYUSH']",43,90
4379,Darsh,Naidu,Male,Kerala,['Ministry of Youth Affairs and Sports'],7,91
4380,Anvi,Purohit,Male,Chhattisgarh,['Ministry of Culture'],9,16
4381,Kabir,Sachdev,Male,Uttarakhand,"['Department of Atomic Energies', 'Ministry of Culture', 'Ministry of Communications']",1,84
4382,Anvi,Khatri,Female,Jammu and Kashmir,"['Ministry of Tourism', 'Ministry of Information and Broadcasting', 'Ministry of Petroleum and Natural Gases']",85,55
4383,Ahana,Apte,Female,Meghalaya,"['Ministry of Culture', 'Ministry of External Affairs', ""Prime Minister's Office""]",5,68
4384,Saanvi,Dubey,Male,West Bengal,"['Ministry of Civil Aviation', 'Ministry of Culture', 'Ministry of Law and Justice']",86,26
4385,Kian,Bedi,Female,Arunachal Pradesh,['Ministry of Law and Justice'],64,63
4386,Vihaan,Ray,Female,Rajasthan,"['Ministry of Coal', 'PM Speech']",50,91
4387,Dhruv,Ganguly,Female,Chhattisgarh,['Ministry of Housing and Urban Affairs'],11,15
4388,Ananya,Khurana,Male,Haryana,"['Ministry of Tribal Affairs', 'Ministry of External Affairs', 'Ministry of Defence']",18,6
4389,Eva,Chandra,Male,Delhi,"['Ministry of Civil Aviation', 'PM Speech']",31,10
4390,Prisha,Jain,Female,Arunachal Pradesh,"['UPSC', 'Ministry of Power']",16,18
4391,Aditya,Singh,Female,Telangana,['Ministry of Coal'],67,17
4392,Diya,Modi,Male,Nagaland,['Ministry of Information and Broadcasting'],58,46
4393,Iraa,Bakshi,Male,Puducherry,['Ministry of Civil Aviation'],62,62
4394,Akshara,Malhotra,Male,Haryana,"['Ministry of Tribal Affairs', 'UPSC', 'PM Speech']",75,72
4395,Akshara,Parekh,Female,Punjab,"[""Prime Minister's Office"", 'UPSC', 'Ministry of External Affairs', 'Ministry of Youth Affairs and Sports']",2,30
4396,Anaya,Gandhi,Male,Karnataka,['PM Speech'],50,90
4397,Angel,Bedi,Male,Arunachal Pradesh,"['Ministry of Power', 'Ministry of Agriculture and Farmers Welfare']",24,44
4398,Diya,Balakrishna,Male,Sikkim,"['Ministry of Petroleum and Natural Gases', 'Department of Atomic Energies', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Coal']",44,42
4399,Ananya,Chandra,Male,Telangana,"['Ministry of Power', 'Ministry of Electronics and IT', 'Ministry of Tourism']",45,80
4400,Mohammed,Mani,Female,Himachal Pradesh,"['Ministry of Petroleum and Natural Gases', 'Ministry of Tribal Affairs']",99,89
4401,Saanvi,Bakshi,Female,Gujarat,"['PM Speech', 'Ministry of Commerce and Industry', 'Ministry of Tourism', 'Ministry of Petroleum and Natural Gases']",85,75
4402,Akshara,Thakur,Female,Dadra and Nagar Haveli,"['AYUSH', 'Ministry of Civil Aviation']",34,48
4403,Advaith,Bhasin,Male,Puducherry,"['Ministry of Youth Affairs and Sports', 'Ministry of Tourism', 'Ministry of Commerce and Industry']",10,44
4404,Kian,Ahluwalia,Male,Chhattisgarh,"['Ministry of Commerce and Industry', 'Ministry of Power']",9,61
4405,Vivaan,Chakrabarti,Male,Chandigarh,"['Ministry of Information and Broadcasting', 'Ministry of Agriculture and Farmers Welfare']",18,84
4406,Navya,Khurana,Male,Uttarakhand,"['Ministry of Electronics and IT', 'PM Speech', 'Ministry of Petroleum and Natural Gases']",96,32
4407,Reyansh,Singh,Male,Kerala,"['Ministry of Youth Affairs and Sports', 'Ministry of Steel']",59,64
4408,Ananya,Jha,Male,Bihar,"['Ministry of Civil Aviation', 'Ministry of Steel', 'Ministry of Commerce and Industry', 'Ministry of Communications']",12,91
4409,Vihaan,Dewan,Male,Tripura,"['PM Speech', 'Ministry of Agriculture and Farmers Welfare']",38,11
4410,Vivaan,Bajwa,Female,Delhi,"['Ministry of Electronics and IT', 'Ministry of Tourism']",22,75
4411,Sai,Das,Male,Lakshadweep,['Ministry of Defence'],11,30
4412,Vihaan,Chakrabarti,Female,Uttar Pradesh,"['Ministry of Company Affairs', 'UPSC']",24,29
4413,Reyansh,Chowdhury,Female,Assam,"['Ministry of Commerce and Industry', 'Ministry of Steel', 'Ministry of Tribal Affairs']",53,78
4414,Vivaan,Mehta,Male,Andaman and Nicobar Islands,"[""Prime Minister's Office""]",77,46
4415,Navya,Bajwa,Female,Dadra and Nagar Haveli,"['Ministry of Civil Aviation', 'PM Speech', 'Ministry of Steel']",92,75
4416,Anaya,Bedi,Female,Daman and Diu,"['UPSC', ""Prime Minister's Office""]",28,54
4417,Ishaan,Khatri,Female,Jammu and Kashmir,"['Ministry of Electronics and IT', 'Ministry of Commerce and Industry', 'Ministry of Company Affairs', 'Department of Atomic Energies']",70,42
4418,Myra,Parekh,Male,Kerala,"['Ministry of Company Affairs', 'Ministry of Culture']",11,14
4419,Reyansh,Lal,Male,Haryana,"['Ministry of Civil Aviation', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Electronics and IT', 'Ministry of Law and Justice']",97,69
4420,Aaradhya,Lal,Female,Punjab,"['Ministry of Housing and Urban Affairs', 'Ministry of Company Affairs']",17,1
4421,Aditya,Jain,Female,Jammu and Kashmir,"['Ministry of Information and Broadcasting', 'Ministry of Power']",15,11
4422,Ishaan,Ray,Female,Telangana,['Ministry of Communications'],50,4
4423,Anaya,Chawla,Male,Arunachal Pradesh,['Ministry of Civil Aviation'],81,34
4424,Arnav,Khurana,Male,Telangana,"['Ministry of Company Affairs', 'Ministry of Electronics and IT', 'Ministry of Science and Technology', 'Ministry of Civil Aviation']",81,78
4425,Vivaan,Thakur,Female,Goa,"['Ministry of Tourism', 'Ministry of Steel', 'Ministry of Science and Technology', 'Department of Atomic Energies']",43,15
4426,Prisha,Chakrabarti,Female,Daman and Diu,['Ministry of Culture'],67,85
4427,Shaurya,Kohli,Female,Dadra and Nagar Haveli,"[""Prime Minister's Office"", 'AYUSH']",5,93
4428,Pari,Biswas,Male,Lakshadweep,"[""Prime Minister's Office"", 'Ministry of Youth Affairs and Sports']",91,86
4429,Aarush,Jha,Female,Chandigarh,"['Ministry of Culture', 'Ministry of Steel']",8,90
4430,Ananya,Dubey,Female,Daman and Diu,"['Ministry of External Affairs', 'Ministry of Steel', 'Ministry of Tourism', 'Ministry of Petroleum and Natural Gases']",80,92
4431,Advaith,Kapoor,Female,Bihar,"['UPSC', 'Ministry of Housing and Urban Affairs', 'Ministry of Tourism']",96,21
4432,Aaryan,Ahuja,Female,Tripura,"['Ministry of Company Affairs', 'Ministry of External Affairs', 'Ministry of Tribal Affairs', 'Ministry of Petroleum and Natural Gases']",96,13
4433,Diya,Bedi,Male,Andaman and Nicobar Islands,"['Ministry of Commerce and Industry', 'Ministry of Petroleum and Natural Gases']",36,51
4434,Vivaan,Kaur,Female,Lakshadweep,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Tribal Affairs', 'Department of Atomic Energies']",14,37
4435,Vivaan,Malhotra,Male,Andhra Pradesh,"['Ministry of Company Affairs', 'Ministry of Tribal Affairs', 'Ministry of Civil Aviation']",79,79
4436,Aditya,Kaur,Female,Himachal Pradesh,"['Ministry of Tribal Affairs', 'Ministry of Defence', 'Ministry of Youth Affairs and Sports']",20,31
4437,Diya,Dalal,Male,Punjab,"['Ministry of Communications', 'PM Speech', 'Ministry of Tribal Affairs', 'Ministry of Civil Aviation']",54,66
4438,Aayan,Gandhi,Female,Uttar Pradesh,"['Ministry of Culture', 'Ministry of Information and Broadcasting']",59,93
4439,Aadhya,Dewan,Male,Bihar,"['Ministry of Power', 'Ministry of Company Affairs', 'Ministry of Law and Justice', 'Ministry of Communications']",40,73
4440,Navya,Bakshi,Female,Daman and Diu,"[""Prime Minister's Office"", 'Ministry of External Affairs']",87,32
4441,Diya,Sachdev,Female,Odisha,"['Ministry of Steel', 'Ministry of Coal']",73,20
4442,Navya,Dewan,Male,Gujarat,"[""Prime Minister's Office"", 'Ministry of Law and Justice']",84,43
4443,Iraa,Gandhi,Female,Odisha,"['Ministry of Power', 'Ministry of Company Affairs', 'Ministry of Steel', 'Ministry of Communications']",27,4
4444,Anaya,Pal,Male,Gujarat,"[""Prime Minister's Office"", 'Ministry of Coal', 'Ministry of Petroleum and Natural Gases', 'Ministry of Information and Broadcasting']",70,58
4445,Diya,Khatri,Male,Meghalaya,"['Ministry of Information and Broadcasting', ""Prime Minister's Office"", 'Ministry of Law and Justice', 'Ministry of Electronics and IT']",97,92
4446,Kabir,Kohli,Female,Tamil Nadu,"['Ministry of Tourism', 'Ministry of Coal']",36,46
4447,Ahana,Balakrishna,Female,Kerala,"['Ministry of Housing and Urban Affairs', 'Ministry of Tribal Affairs', 'UPSC']",46,54
4448,Saanvi,Purohit,Male,Uttarakhand,['Ministry of Tribal Affairs'],72,57
4449,Vivaan,Bajwa,Male,Sikkim,"['Ministry of Steel', 'Ministry of Petroleum and Natural Gases']",58,22
4450,Vivaan,Khatri,Male,Andhra Pradesh,['Ministry of Law and Justice'],49,64
4451,Dhruv,Pal,Female,West Bengal,"['Ministry of Petroleum and Natural Gases', 'Ministry of Civil Aviation', 'Ministry of Power', 'Ministry of Law and Justice']",27,93
4452,Aaradhya,Basu,Female,Lakshadweep,"['Ministry of Coal', 'Ministry of Culture', 'Ministry of Tourism']",48,13
4453,Ananya,Khatri,Female,Kerala,"['Ministry of Company Affairs', 'Ministry of Power', 'AYUSH', 'Ministry of Tribal Affairs']",31,17
4454,Reyansh,Ganguly,Female,Manipur,"['UPSC', 'Ministry of External Affairs', 'Ministry of Defence']",8,37
4455,Dhruv,Ahuja,Male,Delhi,['Department of Atomic Energies'],5,23
4456,Arjun,Khurana,Male,Puducherry,"['Ministry of Law and Justice', 'Ministry of Electronics and IT']",38,57
4457,Navya,Mannan,Female,Chandigarh,['UPSC'],25,47
4458,Pranav,Mani,Male,Tamil Nadu,"['PM Speech', 'Ministry of Youth Affairs and Sports', 'Ministry of Agriculture and Farmers Welfare']",46,60
4459,Akshara,Gokhale,Female,Jharkhand,['Ministry of Information and Broadcasting'],10,7
4460,Riya,Kaur,Male,Haryana,"[""Prime Minister's Office""]",64,34
4461,Ananya,Bedi,Male,Chandigarh,"['PM Speech', ""Prime Minister's Office"", 'Ministry of Tourism']",24,2
4462,Ahana,Basu,Male,Delhi,"['Ministry of Commerce and Industry', 'Ministry of Electronics and IT', 'Ministry of Culture', 'Ministry of Agriculture and Farmers Welfare']",35,4
4463,Vivaan,Bajwa,Male,Jharkhand,"['Ministry of Youth Affairs and Sports', 'Ministry of Science and Technology', 'Department of Atomic Energies', 'Ministry of Communications']",17,74
4464,Akshara,Ray,Female,Andhra Pradesh,"['Ministry of Tribal Affairs', 'Ministry of Communications', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Housing and Urban Affairs']",87,51
4465,Eva,Kaur,Male,Uttarakhand,['Ministry of Science and Technology'],40,50
4466,Sai,Gandhi,Male,Tamil Nadu,"['Ministry of Science and Technology', 'Ministry of Civil Aviation', 'UPSC', 'Ministry of Commerce and Industry']",15,79
4467,Vivaan,Parekh,Female,Jharkhand,"['Ministry of Power', 'Ministry of Information and Broadcasting', 'Ministry of Electronics and IT']",7,77
4468,Ritvik,Ahuja,Male,Jammu and Kashmir,['Ministry of Agriculture and Farmers Welfare'],31,31
4469,Advaith,Laghari,Others,Bihar,"['Ministry of Culture', 'Ministry of Defence', 'Ministry of Power']",23,24
4470,Diya,Mani,Female,Delhi,"['Department of Atomic Energies', 'Ministry of Defence', 'Ministry of Information and Broadcasting']",94,46
4471,Vivaan,Parekh,Female,Jharkhand,"[""Prime Minister's Office"", 'Ministry of Information and Broadcasting', 'Department of Atomic Energies']",19,80
4472,Darsh,Khatri,Male,Chhattisgarh,"['AYUSH', 'Ministry of Culture']",26,84
4473,Krishna,Kulkarni,Female,Haryana,"['Ministry of Science and Technology', 'Department of Atomic Energies', 'Ministry of Youth Affairs and Sports', 'Ministry of Culture']",17,20
4474,Myra,Ganguly,Female,Tripura,"['Ministry of Information and Broadcasting', 'Ministry of Law and Justice']",96,33
4475,Siya,Gupta,Male,Delhi,['Ministry of Housing and Urban Affairs'],28,33
4476,Ritvik,Chandra,Female,Lakshadweep,['Ministry of Tourism'],97,23
4477,Veer,Laghari,Male,Uttar Pradesh,"['Department of Atomic Energies', ""Prime Minister's Office"", 'Ministry of Tourism', 'Ministry of Steel']",38,31
4478,Riya,Kohli,Female,Tripura,"['Ministry of Housing and Urban Affairs', 'Ministry of Coal', 'Ministry of Culture']",83,32
4479,Navya,Malhotra,Female,Tamil Nadu,"['Ministry of Communications', 'AYUSH']",17,87
4480,Kian,Modi,Female,Nagaland,"['Ministry of Housing and Urban Affairs', 'Ministry of Tourism', 'PM Speech', 'Ministry of Civil Aviation']",78,15
4481,Saanvi,Ganguly,Female,Goa,"['Ministry of Defence', 'Ministry of Power']",80,23
4482,Diya,Bhasin,Female,Assam,"['Ministry of Housing and Urban Affairs', 'Ministry of Defence']",5,8
4483,Kian,Biswas,Female,Kerala,['Ministry of Law and Justice'],7,23
4484,Anya,Kulkarni,Male,Mizoram,['Ministry of Power'],74,84
4485,Advaith,Anand,Female,West Bengal,"['Ministry of Commerce and Industry', 'UPSC', 'Ministry of Law and Justice', 'Ministry of Tourism']",68,29
4486,Vivaan,Ganguly,Female,Andhra Pradesh,"['Department of Atomic Energies', 'Ministry of Company Affairs', 'Ministry of Tribal Affairs', 'Ministry of Information and Broadcasting']",96,74
4487,Anika,Balakrishna,Female,Goa,['Ministry of Civil Aviation'],89,56
4488,Ishaan,Sachdev,Male,Punjab,['Ministry of Communications'],77,44
4489,Aaradhya,Dalal,Female,Uttar Pradesh,"['Ministry of Steel', 'Ministry of Coal', 'Ministry of Information and Broadcasting']",59,26
4490,Vivaan,Bakshi,Male,Chandigarh,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Commerce and Industry']",35,43
4491,Vivaan,Apte,Male,Lakshadweep,"['Ministry of External Affairs', 'Ministry of Steel']",56,82
4492,Aditya,Bakshi,Female,Odisha,"['Ministry of Defence', 'Ministry of Electronics and IT', 'Ministry of Power', 'Ministry of External Affairs']",31,58
4493,Myra,Mehta,Male,Himachal Pradesh,['Ministry of Coal'],4,25
4494,Sara,Chakrabarti,Female,Uttarakhand,"['Ministry of Civil Aviation', ""Prime Minister's Office""]",11,94
4495,Pari,Jain,Female,Andhra Pradesh,"['Ministry of Law and Justice', 'Ministry of External Affairs', 'Ministry of Information and Broadcasting']",63,86
4496,Vivaan,Sachdev,Female,Haryana,"['AYUSH', 'Ministry of Company Affairs']",24,82
4497,Anaya,Das,Female,Uttarakhand,['Ministry of Tribal Affairs'],18,41
4498,Pari,Gupta,Female,Lakshadweep,['Ministry of Company Affairs'],97,88
4499,Anaya,Basu,Male,Meghalaya,"['Ministry of External Affairs', 'Ministry of Information and Broadcasting']",44,71
4500,Anvi,Kaur,Female,Chhattisgarh,['Ministry of Civil Aviation'],97,12
4501,Shanaya,Gupta,Male,Manipur,"['Ministry of Defence', 'Department of Atomic Energies', 'Ministry of Communications', 'Ministry of Youth Affairs and Sports']",69,59
4502,Navya,Das,Male,Manipur,"['Ministry of Law and Justice', 'Ministry of Electronics and IT', 'Ministry of Tourism', 'Ministry of Coal']",83,66
4503,Vihaan,Khanna,Male,Odisha,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Coal', 'PM Speech', 'AYUSH']",43,82
4504,Vihaan,Thakur,Female,Andaman and Nicobar Islands,"['Ministry of Science and Technology', 'Ministry of Coal', 'Ministry of Company Affairs']",81,1
4505,Navya,Gokhale,Male,Manipur,['Ministry of External Affairs'],60,93
4506,Anika,Datta,Female,Jammu and Kashmir,"['AYUSH', 'Ministry of Defence', ""Prime Minister's Office""]",93,12
4507,Shaurya,Bajwa,Others,Rajasthan,"['PM Speech', 'Ministry of Information and Broadcasting', 'Ministry of Youth Affairs and Sports']",5,31
4508,Vivaan,Datta,Female,Andaman and Nicobar Islands,['Ministry of Company Affairs'],60,91
4509,Aarush,Biswas,Male,Chandigarh,['Ministry of Company Affairs'],31,40
4510,Diya,Sachdev,Female,Lakshadweep,"['Ministry of Law and Justice', 'Ministry of Youth Affairs and Sports', 'Ministry of Housing and Urban Affairs', 'Ministry of Defence']",2,62
4511,Siya,Bhasin,Female,Punjab,"['Ministry of Information and Broadcasting', 'Ministry of Electronics and IT', 'Ministry of Petroleum and Natural Gases', 'Ministry of Science and Technology']",91,25
4512,Advaith,Naidu,Male,Delhi,['PM Speech'],75,12
4513,Veer,Biswas,Female,Delhi,['Ministry of Communications'],28,23
4514,Atharva,Chakrabarti,Female,Telangana,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Housing and Urban Affairs']",3,72
4515,Shanaya,Kaur,Male,Madhya Pradesh,"['Ministry of Defence', 'Ministry of Housing and Urban Affairs', 'Ministry of Information and Broadcasting']",61,46
4516,Aaradhya,Modi,Female,Kerala,"['Department of Atomic Energies', 'Ministry of Power', 'AYUSH']",11,17
4517,Dhruv,Dewan,Female,Arunachal Pradesh,"['Ministry of Science and Technology', 'Ministry of Tribal Affairs']",55,70
4518,Akshara,Malhotra,Male,Jharkhand,"['UPSC', 'Ministry of Housing and Urban Affairs', 'Ministry of External Affairs', 'Ministry of Tourism']",31,23
4519,Aadhya,Das,Female,Daman and Diu,"[""Prime Minister's Office""]",69,26
4520,Aarav,Jha,Female,Delhi,"['AYUSH', 'Department of Atomic Energies', 'Ministry of Civil Aviation']",73,40
4521,Kabir,Biswas,Female,Gujarat,"['Ministry of Steel', 'Ministry of Defence', 'Ministry of Law and Justice', 'Ministry of Tribal Affairs']",32,27
4522,Prisha,Laghari,Male,Jammu and Kashmir,"['Ministry of Housing and Urban Affairs', 'PM Speech', 'Ministry of Law and Justice', 'Ministry of Petroleum and Natural Gases']",45,18
4523,Arjun,Sachdev,Female,Andhra Pradesh,"['Ministry of Housing and Urban Affairs', 'Ministry of Youth Affairs and Sports', 'Ministry of Coal']",93,49
4524,Diya,Jain,Male,Mizoram,"['Ministry of Housing and Urban Affairs', 'Ministry of Commerce and Industry']",87,38
4525,Pranav,Ganguly,Male,Meghalaya,"['Ministry of Science and Technology', 'AYUSH', 'Ministry of Information and Broadcasting']",17,18
4526,Atharva,Jha,Female,Rajasthan,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Housing and Urban Affairs']",51,9
4527,Riya,Gupta,Male,Odisha,['Department of Atomic Energies'],30,10
4528,Anvi,Dalal,Female,Meghalaya,"['Ministry of External Affairs', 'PM Speech', 'Ministry of Culture']",43,22
4529,Vihaan,Mani,Female,Chhattisgarh,['Ministry of Law and Justice'],96,86
4530,Riya,Bakshi,Female,Lakshadweep,"['Ministry of Science and Technology', 'Ministry of Coal']",18,26
4531,Anvi,Biswas,Male,Chhattisgarh,"['Ministry of Information and Broadcasting', 'Ministry of Housing and Urban Affairs']",82,13
4532,Advik,Saraf,Female,Nagaland,['Ministry of Petroleum and Natural Gases'],19,24
4533,Advaith,Basu,Female,Tamil Nadu,['Ministry of Youth Affairs and Sports'],37,52
4534,Pari,Gill,Male,Lakshadweep,"['PM Speech', 'Ministry of Coal', 'UPSC', 'Department of Atomic Energies']",7,30
4535,Advik,Khurana,Male,Lakshadweep,"['Ministry of Defence', 'Ministry of Power']",4,10
4536,Anaya,Chandra,Male,Dadra and Nagar Haveli,"['UPSC', 'Ministry of Information and Broadcasting', 'Ministry of Agriculture and Farmers Welfare']",75,24
4537,Sai,Bajwa,Male,Punjab,"[""Prime Minister's Office"", 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Tourism', 'Ministry of Company Affairs']",69,1
4538,Vihaan,Naidu,Female,Tamil Nadu,"['Ministry of Commerce and Industry', 'Ministry of Steel']",83,28
4539,Veer,Bedi,Female,Dadra and Nagar Haveli,"['PM Speech', 'Ministry of Law and Justice']",89,62
4540,Anvi,Kohli,Male,Lakshadweep,"['Ministry of Law and Justice', 'Ministry of Power', 'Ministry of Civil Aviation']",18,40
4541,Atharva,Khurana,Female,Maharashtra,['Ministry of Defence'],80,96
4542,Advik,Jain,Male,Maharashtra,"['Ministry of Housing and Urban Affairs', 'Ministry of Culture', 'Ministry of Petroleum and Natural Gases']",46,48
4543,Prisha,Datta,Male,Madhya Pradesh,"['Department of Atomic Energies', 'Ministry of Steel', 'Ministry of Communications']",42,43
4544,Aarav,Ahluwalia,Female,Delhi,"['AYUSH', 'Ministry of Housing and Urban Affairs', 'PM Speech']",40,60
4545,Anaya,Laghari,Male,Puducherry,"['Ministry of Steel', 'Department of Atomic Energies', 'Ministry of Communications']",10,94
4546,Reyansh,Balakrishna,Male,Kerala,"['Ministry of Housing and Urban Affairs', 'Ministry of Defence', 'Ministry of Commerce and Industry', 'Ministry of Steel']",47,18
4547,Advik,Das,Female,Lakshadweep,['Ministry of Commerce and Industry'],36,40
4548,Arjun,Kapoor,Male,Chhattisgarh,"['Ministry of Electronics and IT', 'UPSC', 'Ministry of Agriculture and Farmers Welfare']",31,70
4549,Angel,Purohit,Male,Bihar,['Ministry of Civil Aviation'],53,54
4550,Aaradhya,Dalal,Female,Chandigarh,"['Ministry of Power', 'PM Speech']",16,82
4551,Darsh,Kulkarni,Male,Odisha,"[""Prime Minister's Office"", 'Ministry of Defence', 'UPSC']",65,77
4552,Advik,Jha,Male,Mizoram,"['Ministry of Power', 'Ministry of Information and Broadcasting', ""Prime Minister's Office"", 'Ministry of Tourism']",64,51
4553,Kabir,Malhotra,Male,Tamil Nadu,['Ministry of Agriculture and Farmers Welfare'],38,53
4554,Myra,Mannan,Male,Nagaland,"['Ministry of Tribal Affairs', 'Ministry of Company Affairs']",29,51
4555,Ananya,Jain,Male,Lakshadweep,"[""Prime Minister's Office"", 'Ministry of Youth Affairs and Sports', 'Ministry of Power']",80,40
4556,Aarush,Jain,Female,Manipur,"['Ministry of Agriculture and Farmers Welfare', 'PM Speech']",34,35
